AllObjMajorVersion-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AllowXsltScript-Enables/Disabled the <script> element functionality in XLST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CancelWithoutComment-Cancel without comment;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;;tk-All-Change status#up-All-Change status;;tk-All-Change status#up-All-Change status;;;tk-All-Change status#up-All-Change status;;;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;;;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;tk-All-Change status#up-All-Change status;;;;;tk-All-Change status#up-All-Change status;;tk-All-Change status#up-All-Change status;;;tk-All-Change status#up-All-Change status
scDefPaLayout-Layout for Parameter Results window;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout
scDefPaReanDetLayout-Layout for Parameter Reanalysis Details window ;;;;;;;;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout
scDefPaResultsLyTp-Initial detail level of the Parameter Results window;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout
scDefPgLayout-Layout for Parameter Results window;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;tk-Sample-Default layout#up-Sample-Default layout;;;tk-Sample-Default layout#up-Sample-Default layout
scInheritActualStGk-Group key inherit ruels for New Sample window;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
scScListHandling-Create Sample window and the Sample list window interaction;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;;;;;;;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;;;;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;;;;;;;;;;;;;tk-Sample-Creation behaviour#up-Sample-Creation behaviour;;;;;;;
sdAssignScTask-Define tasks;;;tk-Study-Default task#up-Study-Default task;;;;;;tk-Study-Default task#up-Study-Default task;;;;;;;tk-Study-Default task#up-Study-Default task;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sdCreateIc-Info cards automatically created;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sdCreateOpenIc-Oblige users to pass through info card;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sdCreateSamplingDate-Control default sampling date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sdCreateSc-Samples automatically created;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sdCreationDialogue-Create new study window behavior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sdCreationIn1Step-Study creation procedure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tk-Study-Creation behaviour#up-Study-Creation behaviour;;;;;;;;;;;;;
sdDefCreateLayout-Layout for the Create study window;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sdDefCreateTask-Default task for Create study window;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sdDefDetailsLayout-Layout for Study Details window;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sdDefLayout-Layout for Study list window;tk-Study-Default layout#up-Study-Default layout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tk-Study-Default layout#up-Study-Default layout;;;;;;;;;;;;;
sdInheritActualPtGk-Inherit group key;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sdSdListHandling-Create study window and Request list window interaction;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
stDefLayout-Layout for Sample type list window;tk-Sample Type-Default layout#up-Sample Type-Default layout;tk-Sample Type-Default layout#up-Sample Type-Default layout;tk-Sample Type-Default layout#up-Sample Type-Default layout;;;;tk-Sample Type-Default layout#up-Sample Type-Default layout;;tk-Sample Type-Default layout#up-Sample Type-Default layout;;;;;;;;;;;;;;;;;;tk-Sample Type-Default layout#up-Sample Type-Default layout;;tk-Sample Type-Default layout#up-Sample Type-Default layout;;;;;tk-Sample Type-Default layout#up-Sample Type-Default layout;;tk-Sample Type-Default layout#up-Sample Type-Default layout;;;;;;;;;;;
wbrqCreate-Web Request creation management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbrqCreateOpenIc-Web Oblige users to pass through info card;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbrqDefCreateTask-Task for the New request funcionality;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbrqDefLayout-Task for the New request funcionality;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbrqDefMenu-Define default menu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbrqDefMenuStyle-Define menu style;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbrqDefTask-Task for View request (list) functionality;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbrqSearchTask-Task for Search functionality;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbscCreateOpenIc-Web Oblige users to pass through info card;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbscDefCreateTask-Task for New sample functionality;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbscDefLayout-Layout for second step of View sample (list);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbscDefTask-Task for View sample (list) functionality;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbscSearchTask-Task for Search functionality;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbSessionTZ-Default TimeZone for Web Clients;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbwlDefLayout-Layout for the second step of View method list functionality;;;;;;;;;;;;up-Worklist-Web;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wbwlDefTask-Task for View method list functionality ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wlDefLayout-Layout for Method list or Worklist window;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;;tk-Worklist-Default layout#up-Worklist-Default layout;;tk-Worklist-Default layout#up-Worklist-Default layout;;;tk-Worklist-Default layout#up-Worklist-Default layout;;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;;tk-Worklist-Default layout#up-Worklist-Default layout;;;;;;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;;;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;tk-Worklist-Default layout#up-Worklist-Default layout;;tk-Worklist-Default layout#up-Worklist-Default layout;;tk-Worklist-Default layout#up-Worklist-Default layout;;tk-Worklist-Default layout#up-Worklist-Default layout;;;tk-Worklist-Default layout#up-Worklist-Default layout
wsAssignMeTask-Task to assign methods to a worksheet;;tk-Worksheet-Default task#up-Worksheet-Default task;;;;;;;;tk-Worksheet-Default task#up-Worksheet-Default task;;tk-Worksheet-Default task#up-Worksheet-Default task;tk-Worksheet-Default task#up-Worksheet-Default task;;;;;;;;;;;;;;tk-Worksheet-Default task#up-Worksheet-Default task;;;;;;tk-Worksheet-Default task#up-Worksheet-Default task;tk-Worksheet-Default task#up-Worksheet-Default task;;tk-Worksheet-Default task#up-Worksheet-Default task;;;;;tk-Worksheet-Default task#up-Worksheet-Default task;;;;;;tk-Worksheet-Default task#up-Worksheet-Default task
wsAssignScTask-Task to assign samples to a worksheet;;;;;;;;;;tk-Worksheet-Default task#up-Worksheet-Default task;;tk-Worksheet-Default task#up-Worksheet-Default task;tk-Worksheet-Default task#up-Worksheet-Default task;;;;;;;;;;;;;;tk-Worksheet-Default task#up-Worksheet-Default task;;;;;;tk-Worksheet-Default task#up-Worksheet-Default task;tk-Worksheet-Default task#up-Worksheet-Default task;;tk-Worksheet-Default task#up-Worksheet-Default task;;;;;tk-Worksheet-Default task#up-Worksheet-Default task;;;;;;tk-Worksheet-Default task#up-Worksheet-Default task
wsCreateSamplingDate-Define default creation date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wsDefLayout-Layout for Worksheet list window;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wtAssignStTask-Task for Assign Sample Type or Assign Worksheet Type dialog box;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
